,Ead_NNP,Ead_reg,ontop_element,struct_no,site_info
866,-2.086255074,-2.077705973,Ir,15,corner
867,-2.173545837,-2.174243563,Ir,15,corner
868,-2.027468681,-2.078246004,Ir,15,corner
869,-2.092856407,-2.114632763,Ir,15,corner
870,-1.7977705,-1.844940645,Ir,15,edge
871,-1.817439079,-1.853597785,Ir,15,edge
872,-2.113885403,-2.125167313,Ir,15,corner
873,-1.81436491,-1.893270187,Ir,15,corner
874,-0.929723263,-0.969529073,Pd,15,facet
875,-0.942128181,-0.978725069,Pd,15,facet
876,-0.961541653,-0.987269696,Pd,15,facet
877,-1.188789845,-1.144283189,Pd,15,edge
878,-1.368136406,-1.395270775,Pd,15,corner
879,-0.870899677,-0.913916373,Pd,15,facet
880,-0.907013893,-0.962826451,Pd,15,facet
881,-1.181174278,-1.190329697,Pd,15,corner
882,-0.92267704,-0.957033777,Pd,15,facet
883,-0.915446758,-0.951813621,Pd,15,facet
884,-1.365972519,-1.407284923,Pd,15,corner
885,-1.190659046,-1.216593994,Pd,15,edge
886,-0.973466396,-0.919570218,Pd,15,facet
887,-0.858037472,-0.87001294,Pd,15,facet
888,-1.110405445,-1.123555735,Pd,15,edge
889,-1.017874718,-1.034879758,Pd,15,facet
890,-0.983406544,-0.958467881,Pd,15,facet
891,-0.928870201,-0.960692113,Pd,15,facet
892,-1.070940018,-1.095606946,Pd,15,facet
893,-1.063815117,-1.027721439,Pd,15,facet
894,-1.162322521,-1.172507326,Pd,15,edge
895,-0.851741791,-0.896373625,Pd,15,facet
896,-1.078287601,-1.130274213,Pd,15,edge
897,-1.514460564,-1.524293441,Pt,15,edge
898,-1.155276775,-1.205122142,Pt,15,facet
899,-1.683256626,-1.724265546,Pt,15,corner
900,-1.415924072,-1.422968353,Pt,15,edge
901,-1.328691006,-1.333854228,Pt,15,edge
902,-1.561014652,-1.541627881,Pt,15,edge
903,-1.258889675,-1.201328704,Pt,15,facet
904,-1.175242424,-1.1471322,Pt,15,facet
905,-1.135556221,-1.121951409,Pt,15,facet
906,-1.183852673,-1.240973103,Pt,15,facet
907,-1.465502262,-1.491039286,Pt,15,edge
908,-1.199879169,-1.178414469,Pt,15,facet
909,-1.119938374,-1.146997869,Pt,15,facet
910,-1.02067852,-1.112084483,Pt,15,facet
911,-1.765921116,-1.684994301,Pt,15,edge
912,-1.739391327,-1.677081019,Pt,15,corner
913,-1.626366138,-1.597666949,Pt,15,corner
914,-1.592816353,-1.56698479,Pt,15,edge
915,-1.140886784,-1.230128405,Pt,15,facet
916,-1.722793579,-1.761196879,Pt,15,corner
917,-1.548009872,-1.542341302,Pt,15,edge
918,-1.230501652,-1.183792261,Pt,15,facet
919,-1.173223495,-1.177154519,Pt,15,facet
920,-1.06815958,-1.107274911,Pt,15,facet
921,-1.735910416,-1.726687831,Pt,15,corner
922,-1.235954762,-1.157058584,Pt,15,facet
923,-1.181112766,-1.160531159,Pt,15,facet
924,-1.65978384,-1.714391348,Pt,15,corner
925,-1.303038597,-1.298500981,Pt,15,edge
926,-1.300906658,-1.215933115,Pt,15,facet
927,-1.615086555,-1.660491164,Rh,15,edge
928,-1.508156776,-1.48465198,Rh,15,facet
929,-1.55300951,-1.574015779,Rh,15,edge
930,-1.393770218,-1.431174512,Rh,15,facet
931,-1.467763901,-1.440334482,Rh,15,facet
932,-1.274366379,-1.305034795,Rh,15,facet
933,-1.571594238,-1.565967515,Rh,15,edge
934,-1.700681686,-1.741682684,Rh,15,corner
935,-1.594264507,-1.522436913,Rh,15,facet
936,-1.334196568,-1.470643665,Rh,15,facet
937,-1.489732265,-1.524981377,Rh,15,edge
938,-1.626601219,-1.584418185,Rh,15,edge
939,-1.421662807,-1.391931281,Rh,15,facet
940,-1.578523636,-1.5406973,Rh,15,edge
941,-1.863099098,-1.778973878,Rh,15,corner
942,-1.843504429,-1.757805893,Rh,15,edge
943,-1.595494747,-1.665923479,Rh,15,corner
944,-1.487699032,-1.54083294,Rh,15,edge
945,-1.373090267,-1.36527931,Rh,15,facet
946,-1.361183643,-1.357569107,Rh,15,facet
947,-1.537324905,-1.549157072,Rh,15,edge
948,-1.471293449,-1.42555199,Rh,15,facet
949,-1.345986843,-1.354177749,Rh,15,facet
950,-1.362486362,-1.363087753,Rh,15,facet
951,-1.511629105,-1.49776552,Rh,15,facet
952,-2.516887188,-2.459714035,Ru,15,corner
953,-1.975988388,-1.958440974,Ru,15,facet
954,-2.202656269,-2.195046788,Ru,15,corner
955,-2.133743763,-1.95720376,Ru,15,facet
956,-2.101772785,-1.956688571,Ru,15,facet
957,-2.135971546,-2.031917363,Ru,15,edge
958,-1.783038139,-1.737181207,Ru,15,facet
959,-2.060245991,-1.954952625,Ru,15,facet
960,-2.328281403,-2.191627255,Ru,15,edge
961,-2.347219944,-2.226539825,Ru,15,corner
962,-1.969787598,-1.960932779,Ru,15,edge
963,-2.039543629,-1.993432717,Ru,15,edge
964,-2.153271198,-2.096887018,Ru,15,edge
965,-1.842941761,-1.863336495,Ru,15,facet
966,-2.243304729,-2.137287874,Ru,15,edge
967,-1.715518475,-1.721706617,Ru,15,facet
968,-1.910616875,-2.000832836,Ru,15,corner
969,-1.651371479,-1.665334722,Ru,15,facet
970,-1.614293575,-1.659398475,Ru,15,facet
971,-1.913868427,-1.852878259,Ru,15,facet
972,-1.855220795,-1.859153194,Ru,15,facet
973,-1.678322792,-1.675176162,Ru,15,facet
974,-1.695264816,-1.721514311,Ru,15,facet
975,-1.902452946,-1.947334656,Ru,15,edge
976,-1.872237682,-1.855239936,Ir,16,facet
977,-1.886073589,-1.9447861,Ir,16,edge
978,-1.565347195,-1.539601731,Ir,16,facet
979,-1.798699856,-1.8514909,Ir,16,edge
980,-2.143857479,-2.121789677,Ir,16,corner
981,-1.889561653,-1.799523374,Ir,16,facet
982,-2.00908947,-2.087144235,Ir,16,corner
983,-1.89417696,-1.919944401,Ir,16,edge
984,-1.975782871,-2.105801861,Ir,16,corner
985,-1.88445425,-1.952080138,Ir,16,edge
986,-1.674253941,-1.727098437,Ir,16,facet
987,-1.706316471,-1.757009442,Ir,16,facet
988,-1.820036411,-1.789224564,Ir,16,facet
989,-1.714265823,-1.705699534,Ir,16,facet
990,-2.057012081,-2.094199012,Ir,16,corner
991,-1.5512743,-1.550425246,Ir,16,facet
992,-1.593655109,-1.587945712,Ir,16,facet
993,-1.643614769,-1.709405472,Ir,16,facet
994,-1.952046871,-2.017640274,Ir,16,corner
995,-1.891634464,-1.888251655,Ir,16,edge
996,-1.991409302,-2.035705491,Ir,16,corner
997,-1.801237106,-1.808762105,Ir,16,facet
998,-1.280486107,-1.286694946,Pd,16,edge
999,-0.937685013,-0.965160485,Pd,16,facet
1000,-1.012545586,-0.97999688,Pd,16,facet
1001,-1.270999908,-1.276848655,Pd,16,edge
1002,-0.924434662,-0.951732343,Pd,16,facet
1003,-0.982983112,-0.949454339,Pd,16,facet
1004,-0.955991268,-0.925516184,Pd,16,facet
1005,-0.906497002,-0.935854035,Pd,16,facet
1006,-1.044043541,-1.025313579,Pd,16,facet
1007,-0.982624531,-1.029061817,Pd,16,facet
1008,-0.995984554,-1.037808829,Pd,16,facet
1009,-0.982105255,-1.005991022,Pd,16,facet
1010,-0.978085041,-0.990872473,Pd,16,facet
1011,-1.190720081,-1.170146779,Pd,16,edge
1012,-1.435556889,-1.403779668,Pd,16,corner
1013,-1.424733639,-1.441661505,Pd,16,corner
1014,-1.015975952,-1.075590641,Pd,16,facet
1015,-0.79992485,-0.858915874,Pd,16,facet
1016,-0.874951839,-0.893163877,Pd,16,facet
1017,-1.266868591,-1.220415477,Pd,16,edge
1018,-0.868025303,-0.917143204,Pd,16,facet
1019,-1.301584244,-1.265622342,Pd,16,corner
1020,-1.286720753,-1.302415741,Pt,16,facet
1021,-1.17860651,-1.197461795,Pt,16,facet
1022,-1.479009628,-1.52440574,Pt,16,edge
1023,-1.736470222,-1.758359364,Pt,16,edge
1024,-1.135437965,-1.124873344,Pt,16,facet
1025,-1.373842716,-1.370920564,Pt,16,edge
1026,-1.701331139,-1.735189228,Pt,16,corner
1027,-1.563797474,-1.524544946,Pt,16,edge
1028,-1.153871536,-1.176126405,Pt,16,facet
1029,-1.50872612,-1.462004617,Pt,16,edge
1030,-1.328763008,-1.358458464,Pt,16,edge
1031,-1.487892151,-1.471510211,Pt,16,edge
1032,-1.042513371,-1.158922913,Pt,16,facet
1033,-1.239739895,-1.207567229,Pt,16,facet
1034,-1.36648798,-1.422931073,Pt,16,edge
1035,-1.099908829,-1.177085846,Pt,16,facet
1036,-1.649884224,-1.606104365,Pt,16,corner
1037,-1.350122929,-1.361561065,Pt,16,edge
1038,-1.238480568,-1.237764558,Pt,16,facet
1039,-1.451293468,-1.438321239,Pt,16,edge
1040,-1.041069508,-1.029164534,Pt,16,facet
1041,-1.636470318,-1.59537665,Pt,16,corner
1042,-1.024449825,-1.100550867,Pt,16,facet
1043,-1.437957287,-1.41018944,Pt,16,edge
1044,-1.427296162,-1.401989597,Pt,16,edge
1045,-1.706121445,-1.691353876,Pt,16,corner
1046,-1.58021307,-1.587344781,Rh,16,edge
1047,-1.397960663,-1.401424037,Rh,16,facet
1048,-1.831575394,-1.779665499,Rh,16,corner
1049,-1.618877888,-1.598598524,Rh,16,edge
1050,-1.763575554,-1.785043141,Rh,16,corner
1051,-1.51290369,-1.566502844,Rh,16,edge
1052,-1.566422939,-1.646023529,Rh,16,corner
1053,-1.465026379,-1.50648855,Rh,16,facet
1054,-1.685584545,-1.733030975,Rh,16,corner
1055,-1.626552582,-1.59279649,Rh,16,edge
1056,-1.797894955,-1.785495086,Rh,16,corner
1057,-1.510084152,-1.433727461,Rh,16,facet
1058,-1.507730961,-1.537992433,Rh,16,edge
1059,-1.435884953,-1.360739387,Rh,16,facet
1060,-1.4793787,-1.485693878,Rh,16,facet
1061,-1.569309711,-1.518271525,Rh,16,facet
1062,-1.770159721,-1.787660537,Rh,16,corner
1063,-1.794329643,-1.763379681,Rh,16,corner
1064,-1.707502365,-1.682691359,Rh,16,edge
1065,-1.32243681,-1.345526625,Rh,16,facet
1066,-1.243824005,-1.351518307,Rh,16,facet
1067,-1.639648438,-1.586204854,Rh,16,edge
1068,-1.580554485,-1.66053022,Rh,16,corner
1069,-1.677156925,-1.703316421,Rh,16,corner
1070,-1.498746395,-1.561919674,Rh,16,edge
1071,-1.337587357,-1.432203846,Rh,16,facet
1072,-1.442130089,-1.506375225,Rh,16,edge
1073,-1.594502449,-1.628531421,Rh,16,corner
1074,-2.051191807,-1.952541253,Ru,16,facet
1075,-1.954640865,-1.89125035,Ru,16,facet
1076,-1.845365524,-1.799937284,Ru,16,facet
1077,-1.682385921,-1.669615077,Ru,16,facet
1078,-2.09777689,-2.018279008,Ru,16,edge
1079,-1.960622787,-1.930522621,Ru,16,facet
1080,-2.092819214,-1.957962493,Ru,16,facet
1081,-2.572925568,-2.542036613,Ru,16,edge
1082,-2.39773941,-2.278350922,Ru,16,edge
1083,-1.994745731,-1.957428838,Ru,16,facet
1084,-1.956207752,-1.957088349,Ru,16,edge
1085,-2.103363037,-1.971294579,Ru,16,facet
1086,-1.712554455,-1.866775492,Ru,16,facet
1087,-1.907188416,-1.87693449,Ru,16,facet
1088,-2.140827179,-2.144569722,Ru,16,corner
1089,-1.693632126,-1.720503999,Ru,16,facet
1090,-1.679267883,-1.692459505,Ru,16,facet
1091,-1.965025902,-1.902906792,Ru,16,facet
1092,-2.125961781,-1.968127038,Ru,16,facet
1093,-1.779773235,-1.780703372,Ru,16,facet
1094,-1.763110161,-1.796172544,Ru,16,facet
1095,-2.075825691,-2.011119062,Ru,16,edge
1096,-1.770441055,-1.825209366,Ru,16,facet
1097,-1.991884232,-1.978109287,Ru,16,edge
1098,-1.894262791,-1.942112441,Ir,17,edge
1099,-1.986713409,-1.979503533,Ir,17,edge
1100,-2.114754677,-2.099006229,Ir,17,edge
1101,-1.963870049,-1.990001662,Ir,17,edge
1102,-2.095593929,-2.058482192,Ir,17,edge
1103,-1.787942886,-1.751105821,Ir,17,facet
1104,-2.115176678,-2.06897405,Ir,17,corner
1105,-1.930704117,-1.906157484,Ir,17,edge
1106,-1.521704674,-1.535457888,Ir,17,facet
1107,-1.67986393,-1.705424158,Ir,17,facet
1108,-1.677771091,-1.643675957,Ir,17,facet
1109,-1.896648407,-1.867711464,Ir,17,facet
1110,-2.092386723,-2.091066974,Ir,17,corner
1111,-1.839598656,-1.885491446,Ir,17,edge
1112,-2.088103771,-2.02469852,Ir,17,edge
1113,-2.316366196,-2.136533504,Ir,17,edge
1114,-2.03711319,-2.078151452,Ir,17,corner
1115,-1.555997372,-1.544425105,Ir,17,facet
1116,-1.993032932,-2.047431846,Ir,17,edge
1117,-2.019512177,-2.022216818,Ir,17,corner
1118,-1.611382961,-1.727348831,Ir,17,facet
1119,-1.79527998,-1.72055345,Ir,17,facet
1120,-2.027364731,-1.98237101,Ir,17,edge
1121,-1.851930618,-1.841976943,Ir,17,facet
1122,-1.845389366,-1.765864155,Ir,17,facet
1123,-2.321896553,-2.304763865,Ir,17,corner
1124,-1.971157551,-1.850793411,Ir,17,facet
1125,-2.045885563,-2.086619111,Ir,17,corner
1126,-1.901435852,-1.894023858,Ir,17,edge
1127,-2.046597481,-2.035341853,Ir,17,corner
1128,-1.162448883,-1.173451502,Pd,17,edge
1129,-0.85845089,-0.931939847,Pd,17,facet
1130,-1.161252499,-1.194840679,Pd,17,edge
1131,-1.021300316,-1.0471184,Pd,17,facet
1132,-0.938521385,-0.949989942,Pd,17,facet
1133,-0.810442448,-0.909233751,Pd,17,facet
1134,-0.900314331,-0.941994311,Pd,17,facet
1135,-0.896325111,-0.908660362,Pd,17,facet
1136,-0.908274651,-0.980241487,Pd,17,facet
1137,-1.252532005,-1.343310858,Pd,17,corner
1138,-0.890676022,-0.938426727,Pd,17,facet
1139,-1.011893272,-1.049525393,Pd,17,facet
1140,-1.292643547,-1.316188248,Pd,17,corner
1141,-0.910599709,-0.910777863,Pd,17,facet
1142,-0.971770763,-1.040442797,Pd,17,facet
1143,-1.270673275,-1.32965693,Pd,17,corner
1144,-0.897319794,-0.906030203,Pd,17,facet
1145,-0.944896221,-0.912507098,Pd,17,facet
1146,-1.275224209,-1.282511972,Pd,17,edge
1147,-0.964630604,-0.989774565,Pd,17,facet
1148,-1.013105392,-0.996557171,Pd,17,facet
1149,-1.138425827,-1.178540489,Pd,17,edge
1150,-0.893659592,-0.929392311,Pd,17,facet
1151,-1.263811111,-1.28805581,Pd,17,corner
1152,-1.118259907,-1.145780355,Pt,17,facet
1153,-1.031209469,-1.118921398,Pt,17,facet
1154,-1.577132702,-1.583131692,Pt,17,edge
1155,-1.483291626,-1.55762782,Pt,17,corner
1156,-1.061595917,-1.172835436,Pt,17,facet
1157,-1.476420879,-1.521627355,Pt,17,edge
1158,-1.065712452,-1.161352434,Pt,17,facet
1159,-1.633087635,-1.590168227,Pt,17,edge
1160,-1.090894699,-1.147212208,Pt,17,facet
1161,-0.997782707,-1.126735467,Pt,17,facet
1162,-1.099767208,-1.160118972,Pt,17,facet
1163,-1.282160759,-1.232984794,Pt,17,edge
1164,-1.450696468,-1.45671426,Pt,17,edge
1165,-1.136891365,-1.214394953,Pt,17,facet
1166,-1.465100288,-1.488293926,Pt,17,edge
1167,-1.585269451,-1.566039132,Pt,17,corner
1168,-1.344732285,-1.302489121,Pt,17,edge
1169,-1.597821712,-1.589518505,Pt,17,corner
1170,-1.103199005,-1.085540476,Pt,17,facet
1171,-1.532464504,-1.492450125,Pt,17,edge
1172,-1.715917587,-1.749360628,Pt,17,corner
1173,-1.46532774,-1.439385596,Pt,17,edge
1174,-1.402747154,-1.390935442,Rh,17,facet
1175,-1.885893822,-1.766445756,Rh,17,corner
1176,-1.454794407,-1.490828715,Rh,17,facet
1177,-1.279769897,-1.347520209,Rh,17,facet
1178,-1.688049793,-1.72274415,Rh,17,corner
1179,-1.326178074,-1.352676539,Rh,17,facet
1180,-1.401666641,-1.41320304,Rh,17,facet
1181,-1.455350399,-1.509504545,Rh,17,edge
1182,-1.299384594,-1.222001508,Rh,17,facet
1183,-1.638406754,-1.67294878,Rh,17,corner
1184,-1.56912899,-1.55318017,Rh,17,edge
1185,-1.405576706,-1.438879741,Rh,17,facet
1186,-1.641626358,-1.579695603,Rh,17,edge
1187,-1.338452339,-1.313773249,Rh,17,facet
1188,-1.46341753,-1.458174857,Rh,17,facet
1189,-1.43037796,-1.465537031,Rh,17,edge
1190,-1.590969086,-1.557845663,Rh,17,edge
1191,-1.628654957,-1.706217547,Rh,17,corner
1192,-1.460031033,-1.432274896,Rh,17,facet
1193,-1.479275703,-1.471706207,Rh,17,facet
1194,-1.342467308,-1.378841778,Rh,17,facet
1195,-1.506492615,-1.522109545,Rh,17,facet
1196,-1.452884197,-1.417524089,Rh,17,facet
1197,-1.506906509,-1.508671093,Rh,17,facet
1198,-1.483090878,-1.49504837,Rh,17,facet
1199,-1.684718132,-1.679974525,Rh,17,edge
1200,-1.799088955,-1.782195219,Rh,17,corner
1201,-1.945652962,-1.939552578,Ru,17,facet
1202,-2.183265686,-2.192421815,Ru,17,corner
1203,-2.060557365,-2.136728784,Ru,17,corner
1204,-2.053311348,-1.937424675,Ru,17,facet
1205,-2.039183617,-1.993391962,Ru,17,edge
1206,-1.889828682,-1.901061513,Ru,17,facet
1207,-1.768757343,-1.819628883,Ru,17,facet
1208,-2.176513672,-2.094104939,Ru,17,edge
1209,-1.97633028,-1.936746503,Ru,17,facet
1210,-2.109885216,-2.141558956,Ru,17,corner
1211,-2.019412994,-1.970197433,Ru,17,edge
1212,-1.969828606,-1.962593057,Ru,17,edge
1213,-1.75377655,-1.874972584,Ru,17,facet
1214,-2.134979248,-2.16129603,Ru,17,corner
1215,-1.896547318,-1.905581303,Ru,17,facet
1216,-1.934093952,-1.899236935,Ru,17,facet
1217,-1.800139904,-1.79072461,Ru,17,facet
1218,-2.198850155,-2.142871396,Ru,17,edge
1219,-1.91041851,-1.957188516,Ru,17,facet
1220,-1.988027573,-1.940946995,Ir,18,edge
1221,-1.720236301,-1.757713091,Ir,18,facet
1222,-1.771811485,-1.759615889,Ir,18,facet
1223,-1.873129368,-1.795084123,Ir,18,facet
1224,-2.089128494,-1.955637423,Ir,18,edge
1225,-1.917704105,-1.925128001,Ir,18,edge
1226,-1.962600231,-2.031581482,Ir,18,corner
1227,-1.92602396,-1.848945956,Ir,18,facet
1228,-1.851421833,-1.877900468,Ir,18,edge
1229,-1.622600555,-1.630194207,Ir,18,facet
1230,-1.561621189,-1.610134672,Ir,18,facet
1231,-1.519821167,-1.54203191,Ir,18,facet
1232,-1.760017395,-1.658895961,Ir,18,facet
1233,-1.887554646,-1.893365261,Ir,18,edge
1234,-2.026035309,-1.901798798,Ir,18,edge
1235,-1.996324539,-2.046133366,Ir,18,corner
1236,-1.994612217,-1.836515973,Ir,18,facet
1237,-2.007182121,-1.938709574,Ir,18,edge
1238,-0.916470051,-0.919287848,Pd,18,facet
1239,-1.254521847,-1.288715696,Pd,18,corner
1240,-0.952272415,-0.99560646,Pd,18,facet
1241,-1.11297369,-1.129893131,Pd,18,edge
1242,-1.222900867,-1.179700637,Pd,18,edge
1243,-1.413934231,-1.415163241,Pd,18,corner
1244,-0.83257246,-0.877927005,Pd,18,facet
1245,-1.416579723,-1.349285049,Pd,18,edge
1246,-1.132246971,-1.050590124,Pd,18,facet
1247,-1.248745441,-1.191190969,Pd,18,edge
1248,-1.102852821,-1.073007607,Pd,18,facet
1249,-1.397512436,-1.408776757,Pd,18,corner
1250,-1.387434959,-1.412997062,Pd,18,corner
1251,-1.208245754,-1.174174744,Pd,18,edge
1252,-0.861094475,-0.923124865,Pd,18,facet
1253,-0.943229675,-0.951056799,Pd,18,facet
1254,-1.616327286,-1.441661505,Pd,18,corner
1255,-1.505920887,-1.441661505,Pd,18,corner
1256,-1.272826672,-1.226898318,Pd,18,corner
1257,-1.226968765,-1.216405318,Pd,18,corner
1258,-0.918345928,-0.926869571,Pd,18,facet
1259,-0.972865582,-1.012817126,Pd,18,facet
1260,-0.909970284,-0.955236935,Pd,18,facet
1261,-0.993967533,-0.958549033,Pd,18,facet
1262,-0.868213654,-0.901909046,Pd,18,facet
1263,-1.263620377,-1.285223382,Pd,18,corner
1264,-1.285806656,-1.275728676,Pd,18,corner
1265,-1.587551117,-1.613229652,Pt,18,edge
1266,-1.575423241,-1.58184387,Pt,18,corner
1267,-1.255109787,-1.241241044,Pt,18,facet
1268,-1.352116108,-1.432224734,Pt,18,edge
1269,-1.217220783,-1.255202085,Pt,18,facet
1270,-1.230510712,-1.140425312,Pt,18,facet
1271,-1.267327309,-1.2839221,Pt,18,facet
1272,-1.1350317,-1.141462528,Pt,18,facet
1273,-1.387927532,-1.387147688,Pt,18,edge
1274,-1.352391243,-1.304195873,Pt,18,facet
1275,-1.71027565,-1.669343525,Pt,18,edge
1276,-1.306248665,-1.366109684,Pt,18,facet
1277,-1.128098965,-1.175679829,Pt,18,facet
1278,-1.461103916,-1.478031392,Pt,18,edge
1279,-1.311704159,-1.250782948,Pt,18,facet
1280,-1.475047588,-1.411086173,Pt,18,edge
1281,-1.445573807,-1.403077901,Pt,18,edge
1282,-1.653470516,-1.699520931,Pt,18,corner
1283,-1.191387653,-1.294871919,Pt,18,facet
1284,-1.544077396,-1.54569266,Pt,18,edge
1285,-1.155647755,-1.169938999,Pt,18,facet
1286,-1.180464745,-1.13659175,Pt,18,facet
1287,-1.53151226,-1.554445384,Pt,18,corner
